"TimeSk","TimeValue","hour_of_day_24","hour_of_day_12","string_representation_12","string_representation_24","FourGroupHourKey","FourHourGroup","EightGroupHourKey","EightHourGroup","TwelveGroupHourKey","TwelveHourGroup","am_pm"
"222","03:42:00","3","3","03:42","03:42","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"223","03:43:00","3","3","03:43","03:43","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"224","03:44:00","3","3","03:44","03:44","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"225","03:45:00","3","3","03:45","03:45","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"226","03:46:00","3","3","03:46","03:46","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"227","03:47:00","3","3","03:47","03:47","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"228","03:48:00","3","3","03:48","03:48","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"229","03:49:00","3","3","03:49","03:49","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"230","03:50:00","3","3","03:50","03:50","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"231","03:51:00","3","3","03:51","03:51","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"232","03:52:00","3","3","03:52","03:52","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"233","03:53:00","3","3","03:53","03:53","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"234","03:54:00","3","3","03:54","03:54","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"235","03:55:00","3","3","03:55","03:55","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"236","03:56:00","3","3","03:56","03:56","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"237","03:57:00","3","3","03:57","03:57","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"238","03:58:00","3","3","03:58","03:58","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"239","03:59:00","3","3","03:59","03:59","0","00:00 - 03:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"240","04:00:00","4","4","04:00","04:00","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"241","04:01:00","4","4","04:01","04:01","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"242","04:02:00","4","4","04:02","04:02","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"243","04:03:00","4","4","04:03","04:03","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"244","04:04:00","4","4","04:04","04:04","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"245","04:05:00","4","4","04:05","04:05","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"246","04:06:00","4","4","04:06","04:06","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"247","04:07:00","4","4","04:07","04:07","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"248","04:08:00","4","4","04:08","04:08","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"249","04:09:00","4","4","04:09","04:09","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"250","04:10:00","4","4","04:10","04:10","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"251","04:11:00","4","4","04:11","04:11","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"252","04:12:00","4","4","04:12","04:12","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"253","04:13:00","4","4","04:13","04:13","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"254","04:14:00","4","4","04:14","04:14","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"255","04:15:00","4","4","04:15","04:15","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"256","04:16:00","4","4","04:16","04:16","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"257","04:17:00","4","4","04:17","04:17","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"258","04:18:00","4","4","04:18","04:18","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"259","04:19:00","4","4","04:19","04:19","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"260","04:20:00","4","4","04:20","04:20","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"261","04:21:00","4","4","04:21","04:21","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"262","04:22:00","4","4","04:22","04:22","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"263","04:23:00","4","4","04:23","04:23","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"264","04:24:00","4","4","04:24","04:24","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"265","04:25:00","4","4","04:25","04:25","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"266","04:26:00","4","4","04:26","04:26","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"267","04:27:00","4","4","04:27","04:27","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"268","04:28:00","4","4","04:28","04:28","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"269","04:29:00","4","4","04:29","04:29","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"270","04:30:00","4","4","04:30","04:30","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"271","04:31:00","4","4","04:31","04:31","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"272","04:32:00","4","4","04:32","04:32","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"273","04:33:00","4","4","04:33","04:33","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"274","04:34:00","4","4","04:34","04:34","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"275","04:35:00","4","4","04:35","04:35","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"276","04:36:00","4","4","04:36","04:36","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"277","04:37:00","4","4","04:37","04:37","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"278","04:38:00","4","4","04:38","04:38","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"279","04:39:00","4","4","04:39","04:39","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"280","04:40:00","4","4","04:40","04:40","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"281","04:41:00","4","4","04:41","04:41","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"282","04:42:00","4","4","04:42","04:42","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"283","04:43:00","4","4","04:43","04:43","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"284","04:44:00","4","4","04:44","04:44","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"285","04:45:00","4","4","04:45","04:45","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"286","04:46:00","4","4","04:46","04:46","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"287","04:47:00","4","4","04:47","04:47","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"288","04:48:00","4","4","04:48","04:48","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"289","04:49:00","4","4","04:49","04:49","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"290","04:50:00","4","4","04:50","04:50","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"291","04:51:00","4","4","04:51","04:51","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"292","04:52:00","4","4","04:52","04:52","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"293","04:53:00","4","4","04:53","04:53","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"294","04:54:00","4","4","04:54","04:54","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"295","04:55:00","4","4","04:55","04:55","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"296","04:56:00","4","4","04:56","04:56","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"297","04:57:00","4","4","04:57","04:57","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"298","04:58:00","4","4","04:58","04:58","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"299","04:59:00","4","4","04:59","04:59","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"300","05:00:00","5","5","05:00","05:00","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"301","05:01:00","5","5","05:01","05:01","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"302","05:02:00","5","5","05:02","05:02","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"303","05:03:00","5","5","05:03","05:03","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"304","05:04:00","5","5","05:04","05:04","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"305","05:05:00","5","5","05:05","05:05","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"306","05:06:00","5","5","05:06","05:06","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"307","05:07:00","5","5","05:07","05:07","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"308","05:08:00","5","5","05:08","05:08","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"309","05:09:00","5","5","05:09","05:09","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"310","05:10:00","5","5","05:10","05:10","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"311","05:11:00","5","5","05:11","05:11","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"312","05:12:00","5","5","05:12","05:12","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"313","05:13:00","5","5","05:13","05:13","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"314","05:14:00","5","5","05:14","05:14","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"315","05:15:00","5","5","05:15","05:15","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"316","05:16:00","5","5","05:16","05:16","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"317","05:17:00","5","5","05:17","05:17","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"318","05:18:00","5","5","05:18","05:18","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"319","05:19:00","5","5","05:19","05:19","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"320","05:20:00","5","5","05:20","05:20","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"321","05:21:00","5","5","05:21","05:21","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"322","05:22:00","5","5","05:22","05:22","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"323","05:23:00","5","5","05:23","05:23","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"324","05:24:00","5","5","05:24","05:24","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"325","05:25:00","5","5","05:25","05:25","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"326","05:26:00","5","5","05:26","05:26","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"327","05:27:00","5","5","05:27","05:27","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"328","05:28:00","5","5","05:28","05:28","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"329","05:29:00","5","5","05:29","05:29","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"330","05:30:00","5","5","05:30","05:30","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"331","05:31:00","5","5","05:31","05:31","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"332","05:32:00","5","5","05:32","05:32","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"333","05:33:00","5","5","05:33","05:33","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"334","05:34:00","5","5","05:34","05:34","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"335","05:35:00","5","5","05:35","05:35","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"336","05:36:00","5","5","05:36","05:36","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"337","05:37:00","5","5","05:37","05:37","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"338","05:38:00","5","5","05:38","05:38","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"339","05:39:00","5","5","05:39","05:39","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"340","05:40:00","5","5","05:40","05:40","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"341","05:41:00","5","5","05:41","05:41","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"342","05:42:00","5","5","05:42","05:42","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"343","05:43:00","5","5","05:43","05:43","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"344","05:44:00","5","5","05:44","05:44","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"345","05:45:00","5","5","05:45","05:45","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"346","05:46:00","5","5","05:46","05:46","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"347","05:47:00","5","5","05:47","05:47","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"348","05:48:00","5","5","05:48","05:48","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"349","05:49:00","5","5","05:49","05:49","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"350","05:50:00","5","5","05:50","05:50","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"351","05:51:00","5","5","05:51","05:51","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"352","05:52:00","5","5","05:52","05:52","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"353","05:53:00","5","5","05:53","05:53","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"354","05:54:00","5","5","05:54","05:54","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"355","05:55:00","5","5","05:55","05:55","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"356","05:56:00","5","5","05:56","05:56","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"357","05:57:00","5","5","05:57","05:57","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"358","05:58:00","5","5","05:58","05:58","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"359","05:59:00","5","5","05:59","05:59","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"360","06:00:00","6","6","06:00","06:00","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"361","06:01:00","6","6","06:01","06:01","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"362","06:02:00","6","6","06:02","06:02","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"363","06:03:00","6","6","06:03","06:03","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"364","06:04:00","6","6","06:04","06:04","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"365","06:05:00","6","6","06:05","06:05","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"366","06:06:00","6","6","06:06","06:06","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"367","06:07:00","6","6","06:07","06:07","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"368","06:08:00","6","6","06:08","06:08","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"369","06:09:00","6","6","06:09","06:09","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"370","06:10:00","6","6","06:10","06:10","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"371","06:11:00","6","6","06:11","06:11","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"372","06:12:00","6","6","06:12","06:12","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"373","06:13:00","6","6","06:13","06:13","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"374","06:14:00","6","6","06:14","06:14","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"375","06:15:00","6","6","06:15","06:15","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"376","06:16:00","6","6","06:16","06:16","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"377","06:17:00","6","6","06:17","06:17","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"378","06:18:00","6","6","06:18","06:18","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"379","06:19:00","6","6","06:19","06:19","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"380","06:20:00","6","6","06:20","06:20","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"381","06:21:00","6","6","06:21","06:21","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"382","06:22:00","6","6","06:22","06:22","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"383","06:23:00","6","6","06:23","06:23","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"384","06:24:00","6","6","06:24","06:24","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"385","06:25:00","6","6","06:25","06:25","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"386","06:26:00","6","6","06:26","06:26","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"387","06:27:00","6","6","06:27","06:27","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"388","06:28:00","6","6","06:28","06:28","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"389","06:29:00","6","6","06:29","06:29","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"390","06:30:00","6","6","06:30","06:30","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"391","06:31:00","6","6","06:31","06:31","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"392","06:32:00","6","6","06:32","06:32","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"393","06:33:00","6","6","06:33","06:33","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"394","06:34:00","6","6","06:34","06:34","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"395","06:35:00","6","6","06:35","06:35","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"396","06:36:00","6","6","06:36","06:36","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"397","06:37:00","6","6","06:37","06:37","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"398","06:38:00","6","6","06:38","06:38","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"399","06:39:00","6","6","06:39","06:39","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"400","06:40:00","6","6","06:40","06:40","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"401","06:41:00","6","6","06:41","06:41","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"402","06:42:00","6","6","06:42","06:42","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"403","06:43:00","6","6","06:43","06:43","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"404","06:44:00","6","6","06:44","06:44","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"405","06:45:00","6","6","06:45","06:45","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"406","06:46:00","6","6","06:46","06:46","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"407","06:47:00","6","6","06:47","06:47","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"408","06:48:00","6","6","06:48","06:48","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"409","06:49:00","6","6","06:49","06:49","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"410","06:50:00","6","6","06:50","06:50","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"411","06:51:00","6","6","06:51","06:51","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"412","06:52:00","6","6","06:52","06:52","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"413","06:53:00","6","6","06:53","06:53","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"414","06:54:00","6","6","06:54","06:54","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"415","06:55:00","6","6","06:55","06:55","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"416","06:56:00","6","6","06:56","06:56","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"417","06:57:00","6","6","06:57","06:57","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"418","06:58:00","6","6","06:58","06:58","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"419","06:59:00","6","6","06:59","06:59","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"420","07:00:00","7","7","07:00","07:00","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"421","07:01:00","7","7","07:01","07:01","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"422","07:02:00","7","7","07:02","07:02","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"423","07:03:00","7","7","07:03","07:03","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"424","07:04:00","7","7","07:04","07:04","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"425","07:05:00","7","7","07:05","07:05","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"426","07:06:00","7","7","07:06","07:06","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"427","07:07:00","7","7","07:07","07:07","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"428","07:08:00","7","7","07:08","07:08","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"429","07:09:00","7","7","07:09","07:09","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"430","07:10:00","7","7","07:10","07:10","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"431","07:11:00","7","7","07:11","07:11","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"432","07:12:00","7","7","07:12","07:12","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"433","07:13:00","7","7","07:13","07:13","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"434","07:14:00","7","7","07:14","07:14","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"435","07:15:00","7","7","07:15","07:15","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"436","07:16:00","7","7","07:16","07:16","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"437","07:17:00","7","7","07:17","07:17","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"438","07:18:00","7","7","07:18","07:18","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"439","07:19:00","7","7","07:19","07:19","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"440","07:20:00","7","7","07:20","07:20","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"441","07:21:00","7","7","07:21","07:21","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"442","07:22:00","7","7","07:22","07:22","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"443","07:23:00","7","7","07:23","07:23","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"444","07:24:00","7","7","07:24","07:24","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"445","07:25:00","7","7","07:25","07:25","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"446","07:26:00","7","7","07:26","07:26","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"447","07:27:00","7","7","07:27","07:27","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
"448","07:28:00","7","7","07:28","07:28","1","04:00 - 07:59","0","00:00 - 07:59","0","00:00 - 11:59","AM"
